View,Name of Firm,Trade Name,unknown,unknown,"Address, line 1","Address, line 2",City,State,Zip,Capabilities Narrative,Accepts Credit Card?,CAGE Code,Congr. Dist.,County Code,DUNS Number,Fiscal Year Ends,In SAM?,Incorp. Country,Main/Branch,Metro Stat Area,WWW Page URL,Year Established,8(a) Entrance Date,8(a) Exit Date,HUBZone Certification Date,HUBZone Exit Date,Legal Structure,SDB Entrance Date,SDB Exit Date,unknown,unknown,Special Equipment/Materials,"NAICS, All (for which firm is small)"
205,"Stewart Engineering, Inc. ",,Kasia Nels,,101 West Main St ,,Durham,NC,27701-3603,,Yes,6ZK35,1,63,78825522,1201,Y,USA,Main,6640,www.stewartinc.com,2012,,,,,SC,,,,,,"541330, 541330, 541330, 541330, 541360, 541370, 541380"
206,KPI PROTECTION SERVICES,,Willie D Jacobs,,4 Monteith Ct,,Durham,NC,27713-7570,KPI Protection Services provides uniformed security guards for business entities.We strive to be the first and only point of contact for our clients. We are able to serve all areas of NC but our reach can extend across the country as needed.,No,6T0E0,4,63,62010768,1201,Y,USA,Main,6640,www.kpiprotectionservices.com,2012,,,,,SC,,,"Security guard, security patrol",,"Depending on the patrol, commercial vehicles, bicycles or foot patrols will be used. Hand-held radios will be considered as the only equipment needed.",561612
207,Southern Electric Motor Co Inc ,,ANNA JONES,,602 N Mangum St ,,Durham,NC,27701-2416,,Yes,4DGX1,1,63,24529109,601,Y,USA,Main,6640,,1961,,,,,,,,,,,811310
208,"UNIQUE PLACES, LLC ",,Dena Konneker,,682 Erwin Rd ,,Durham,NC,27707-9531,,No,7DAD7,4,63,40632188,1201,Y,USA,Main,6640,,2004,,,,,,,,,,,"115310, 115310, 115310, 541620, 813312"
209,"ARCHIBUS SOLUTION CENTERS-RESEARCH TRIANGLE, LTD",,JANE BULLOCK,,324 BLACKWELL ST STE 1204,,DURHAM,NC,27701-3600,,Yes,4M4C0,1,63,14978360,1201,Y,USA,Main,6640,asc-rt.com,2000,,,,,,,,,,,541990
210,BUSINESSLINK TECHNOLOGIES OF THE TRIANGLE ,,Luis A Glean,,5213 BROOKSTONE DR ,,DURHAM,NC,27713-8003,,Yes,78PJ7,4,63,12484902,1201,Y,USA,Main,6640,www.bizlinktek.com,2008,,,,,LL,,,,,,238210
211,"TuplerWares, L.L.C. ",,Larry A. Tupler,,500 Ivy Meadow Ln Apt 3--G ,,Durham,NC,27707-6189,,No,74TT5,4,63,79335911,1201,Y,USA,Main,6640,ltprofesseur@yahoo.com,2014,,,,,LL,,,,,,339112
212,"PIEDMONT COMMUNICATIONS COMPANY, INC.",,ERIN Wall,PREs,1519 CAMDEN AVE,,DURHAM,NC,27704-4609,"TWO WAY COMMUNICATIONS; SALES & SERVICE OF MOTOROLA AND ICOM BRANDED TWO WAY RADIOS AND SYSTEMS, GLENAYRE PAGING SYSTEMS. TOWER DIVISION SPECIALIZING IN TOWER MAINTENANCE, INSTALLATION OF TRANSMISSION LINES AND ANTENNAS, INSPECTIONS, ETC",Yes,0LUL7,1,63,3202314,401,Y,USA,Main,6640,http://WWW.PIEDMONT2WAY.COM,1952,,,,,,,,"RADIO, TWO WAY",,,811213
213,"Middleton, Bruce L ",,Bruce Middleton,,1 Wild Goose Cir ,,Durham,NC,27712-2474,,No,74U03,6,63,79414625,1201,Y,USA,Main,6640,,2014,,,,,,,,,,,611710
214,"Rx Maker, Inc. ",,Karen LeVert,,100 Capitola Dr Ste 275 ,,Durham,NC,27713-4399,,No,78BG9,4,63,79545057,1201,Y,USA,Main,6640,,2014,,,,,,,,,,,"541712, 541712, 541712, 541712"
215,"DLW STORYTELLER, INC.",,Dave Klibanow,,2 HAGGIS CT,,DURHAM,NC,27705-2166,"DLW Storyteller provides storytelling performances for schools, libraries and a variety of other public and private venues. It also provides workshops and trainings for teachers, librarians & educators.",Yes,5BSP0,1,63,191704910,1201,Y,USA,Main,6640,www.Donnawashington.com,2005,,,,,,,,"Artist, Author, Storyteller, Educator, Writer, Performer, Teacher, Elementary, Secondary, Schools, Theater, Speaker, Workshops, Library, Libraries",,,"611110, 611699, 711110, 711130, 711190, 711310, 711320, 711410, 711510"
216,"LEONARDO HOTEL ONE, LLC ",Fairfield Inn ,Sonya  Dukes,,7807 Leonardo Dr ,,Durham,NC,27713-6458,,Yes,737J1,4,63,79329115,1201,Y,USA,Main,6640,,2013,,,,,LL,,,,,,721110
217,"OBOLEO SYSTEMS, LLC ",,Jess Eberdt,,4350 Garrett Rd ,,Durham,NC,27707-3432,,No,7CAG3,4,63,79760795,201,Y,USA,Main,6640,,2015,,,,,,,,,,,"541712, 541712, 541712, 541712"
218,"IMAGE ASSOCIATES, INC. ",,CARLA  DAVENPORT,President,5475 LUMLEY RD STE 102 ,,DURHAM,NC,27703-7718,"Multi media company offering graphic design, photograph, audio & video production, web development, large format poster printing, desk top publishing, PPT presentations, meeting and staging co-ordination.",Yes,3QGS5,1,63,122268204,601,Y,USA,Main,6640,http://www.imageassoicates.com,1984,,,,,,,,"multimedia company, web site design, programming, CD-ROM development, video production, graphic design, display advertising, meeting planning, photography, photofinishing, digital imaging",,,"339950, 512110, 512191, 512290, 532490, 541430, 541712, 541712, 541712, 541712, 541921, 541922, 561920"
219,DIAGNOSOFT INC ,,Nael Osman,,5001 S Miami Blvd Suite 340 ,,Durham,NC,27703-8526,,No,4GEE9,4,63,179017871,1201,Y,USA,Main,6640,http://www.diagnosoft.com,2002,,,,,,,,,,,511210
220,DIVERSIFIED MECHANICAL LIMITED,,NICHOLAS  ORPHANOS,President,206 BROADWAY ST,,DURHAM,NC,27701-2404,"HVAC, PLUMBING, ELECTRICAL, CONSTRUCTION, PIPING, FACILITIES MANAGEMENT, SHEETMETAL, HEAVY CONSTRUCTION, DEMOLITION, GENERAL CONTRACTOR, BOILER, CHILLER, CONTROLS,WELDING,COMMUNICATION WIRING,MILLWRIGHT,RIGGING,IT,VOICE & DATA,NETWORK,FACILITIES OPERATION",Yes,1PY95,1,63,949084438,1201,Y,USA,Main,6640,http://www.divmec.com,1995,12/30/1999,5/17/2010,7/17/2009,11/18/2011,,12/30/1999,5/24/2010,"WOMAN OWNED, SDB, GENERAL CONTRACTOR, BOILER, CHILLER, ASBESTOS, ENVIROMENTAL, CONTROLS, DEMOLITION, ELECTRICAL, FACILITIES O&M, MANAGEMENT, HVAC, MECHANICAL, PIPING, PLUMBING, RENOVATIONS, RIGGING, SHEETMETAL, COMPUTER NETWORKING, WELDING, SCIF","TASK ORDER, STRUCTURAL, DESIGN/BUILD",,"236118, 236220, 237110, 237120, 237310, 237990, 237990, 238110, 238120, 238210, 238220, 238290, 238990, 561210, 561621, 561720, 561990, 562910, 562910"
221,"L. A. DOWNEY & SON, INC",,ALLEN DOWNEY JR.,,810 RAMSEUR ST,,DURHAM,NC,27701-4141,General Contractors,No,0K6Y3,1,63,24522799,1201,Y,USA,Main,6640,,1945,,,,,,,,"General Contractor, NC",,,236220
222,NCIS Global Solutions Inc ,,Randy D Miller,,2232 Page Rd Suite 202 ,,Durham,NC,27703-7724,,Yes,6U3C0,1,63,966826591,1201,Y,USA,Main,6640,www.ncisforhire.com,2008,,,,,SC,,,,,,"512110, 512191, 541330, 541330, 541330, 541330, 541511, 541512, 541513, 541519, 541519, 541611, 541614, 541620, 541690, 541712, 541712, 541712, 541712, 541930, 561110, 561320, 561491, 561499, 561611, 561612, 561990, 611430, 611513, 611630, 611699, 611710, 813920, 813930, 813940, 813990"
223,CYBERLUX CORPORATION,,RICHARD P Brown,,923 FRANKLIN ST,,DURHAM,NC,27701-0000,"Manufacturer of solid-state LED lighting products for commercial, industrial, and consumer use, including emergency lighting, safety lighting, accent and task specialty lighting, and specialized military lighting.",No,38HR0,1,63,114353845,1201,Y,USA,Main,6640,http://www.cyberlux.com,2000,,,,,,,,"LED Lighting, emergency lighting, accent/task lighting, energy efficient, specialty lighting, security lighting, lighting, light, lamps, solid-state lighting, emergency equipment, safety equipment, electric lighting, boundary lighting, EverOn, Aeon, KeOn","Portable Boundary, RelyOn, Reliabright, Energy Star, light tower, LED",LED Lighting,"238210, 334413, 335110, 335121, 335122, 335129, 335931, 423610"
224,PLC ENTERPRISES,,LAYNE  CRABTREE,,405 APPALOOSA TRAIL,,BAHAMA,NC,27503-9622,"Company has over 33 years of experience with the development, design, procurement and construction oversite of federal government construction projects ranging in value from $0.5 milliom to over $200 million.",No,4RTD7,6,63,800143187,1201,Y,USA,Main,6640,,2007,,,,,,,,"development, design, procurement, project oversite, construction",,,"541330, 541330, 541330, 541330, 541350, 541611, 561110, 561210"
225,"Goodwin, Arthur ",,Arthur Goodwin,,3009 Bexley Ave ,,Durham,NC,27707-2843,,No,6YUD4,4,63,79112369,1201,Y,USA,Main,6640,,2013,,,,,,,,,,,541690
226,"SUPPORT MARKETING, INC. ",,DARRYL  P HICKLEN,,607 CROSSING DR ,,DURHAM,NC,27703-3784,,No,6QDV0,1,63,5302354,1201,Y,USA,Main,6640,,2009,,,,,,,,,,,"623990, 624190, 624221, 624230"
227,"Nter Host, LLC ",,Richard N Fincher,,3903 Carpenter Pond Rd ,,Durham,NC,27703-8517,,Yes,723F9,13,63,79278188,1201,Y,USA,Main,6640,nterhost.com,2012,,,,,,,,,,,518210
228,"Percona, LLC ",,Mark A Sexton,,400 W Main St Ste 204 ,,DURHAM,NC,27701-3233,,Yes,795N8,1,63,18966639,1201,Y,USA,Main,6640,www.percona.com,2012,,,,,LL,,,,,,541512
229,IN THE KNOW INC ,,Caryl  Price,,5501 FORTUNES RIDGE DR STE N ,,DURHAM,NC,27713-6102,,Yes,76XY3,4,63,59439971,1201,Y,USA,Main,6640,www.knowingmore.com,1998,,,,,SC,,,,,,"424920, 611430, 611699"
230,"Couragen Biopharmaceutics ,LLC ",,Juan Li,,"6 Davis Dr, Ste 234 ",,Durham,NC,27709-0003,,No,731V1,4,63,79319038,1201,Y,USA,Main,6640,,2012,,,,,LL,,,,,,541711
231,MANGUM BENTON TRUCKING LLC ,Mangum Benton Services ,Debra M Mangum,,3849 Shoccoree Dr ,,Durham,NC,27705-1802,"General Freight hauling to/from North Carolina, South Carolina, Virgina, Georgia, and Maryland",No,71LF7,6,63,79227440,1201,Y,USA,Main,6640,,2013,,,,,LL,,,"Trucking Hauling, Local, Long Distance, North Carolina, South Carolina, Virginia, Georgia, Maryland, General Freight",,,"484110, 484121, 541219, 561990"
232,Jason Case Corporation ,,Jason Comparetto,,4018 Ellisfield Dr ,,Durham,NC,27705-6160,,Yes,78N63,4,63,79558824,1201,Y,USA,Main,6640,http://www.JasonCases.com,2014,,,,,SC,,,,,,333316
233,Semprius Inc. ,Semprius ,Scott Burroughs,,4915 Prospectus Dr Ste C ,,Durham,NC,27713-4401,,No,4REZ2,4,63,363344511,1201,Y,USA,Main,6640,http://www.semprius.com,2005,,,,,,,,,,,"221114, 334413, 334419"
234,"JOHN R. MCADAMS COMPANY, INCORPORATED, THE",,Gregory Sallee,,2905 MERIDIAN PKWY,,DURHAM,NC,27713-5270,"We are a licensed full service site civil engineering, land surveying, landscape architecture, stormwater management, construction adminstration and construction stakeout firm with over 33+ years of professional experience.",No,5AH73,1,63,95119061,1201,Y,USA,Main,6640,http://www.mcadamsco.com,1979,,,,,,,,"site engineering, civil engineering, land development, land surveying, stormwater mgmt, staking, construction staking, hydraulics, hydrology, sustainable site, environmental, stormwater, storm water, GIS",,,"541330, 541330, 541330, 541330, 541360, 541370, 541620"
235,MITTS NITTS INC,,TYLER BENNETT,,1014 S HOOVER RD,,DURHAM,NC,27703-4338,"making sweaters, uniform sweaters, gloves, watch caps.",Yes,1U101,1,63,88561659,1201,Y,USA,Main,6640,,1977,,,,,,,,"sweaters, uniforms, gloves, caps",,,"315190, 315210, 315220, 315240, 315280, 315990"
236,"TRI PROPERTIES CONSTRUCTION SERVICES, LLC ",,Lyne Riddle,,4309 EMPEROR BLVD STE 110 ,,Durham,NC,27703-8046,,No,7F6N3,4,63,79149778,1201,Y,USA,Branch,6640,www.triprop.com,2005,,,,,LL,,,,,,236220
237,"Clairvoyant Technology, LLC ",,Thomas J. Frederick,,3622 Lyckan Pkwy Ste 2006 ,,Durham,NC,27707-2564,,No,6ZDJ4,4,63,34641093,1201,Y,USA,Main,6640,www.clairvoyant-technology.com,2010,,,,,LL,,,,,,"541511, 541512"
238,CERTIRX CORPORATION,,THOMAS J Mercolino,,2 DAVIS DR,,RTP,NC,27709-0003,,No,6FHQ9,4,63,968420724,1201,Y,USA,Main,6640,http://www.certirx.com,2011,,,,,,,,,,,"541711, 541712, 541712, 541712, 541712"
239,"BORASKY, DAVID",,DAVID  BORASKY,,14 SYDENHAM RD,,DURHAM,NC,27713-7210,,No,5YY24,4,63,962173659,1201,Y,USA,Main,6640,,2010,,,,,,,,,,,541690
240,ATEN INC,,SUNITA  M VAIDHYAN,,2 DAVIS DR,,RESEARCH TRIANGLE PARK,NC,27709-0000,,No,4PQK3,4,63,608154840,1201,Y,USA,Main,6640,http://www.ateninc.com,2005,,,,,SC,,,"application devp, network design, system admin, network maintenance, database mgt, testing, datawarehousing",,,"541511, 541512, 541513, 541519, 541519"
241,"Dillon Consulting Services, LLC ",,PAUL  A. Dillon,,3619 Cottonwood Dr ,,Durham,NC,27707-2432,General Management Consulting Services,No,6H8J6,4,63,3423871,1201,Y,USA,Main,6640,,2006,,,,,LL,,,"Policy, Leadership, Business Development, Board Governance, Peer Learning, Real Estate, Transportation, Aviation, Airports, Media",,,541618
242,"PROFESSIONAL RECOVERY CONSULTANTS, INC.",PRC,Mary E Wood,,"2700 MERIDIAN PKWY, STE 200",,DURHAM,NC,27713-2441,"Primary and secondar collections, healthcare collections, early out and CURE programs",No,4YWJ5,1,63,97597413,1201,Y,USA,Main,6640,http://www.prorecoveryinc.com,1979,,,,,,,,collection agency,,,561440
243,"SPECIAL EVENT COMPANY, INC., THE",,SALLY WEBB WEBB,,68 TW ALEXANDER DR,,DURHAM,NC,27709-0151,"Strategic planning, creative solutions, comprehensive site investigations, flawless administration, careful budget management and seamless execution are some of the methods we employ to produce international award winning events and programs.",Yes,63AF8,4,63,781626119,1201,Y,USA,Main,6640,www.specialeventco.com,2001,,,,,,,,"events, special events, convention, management, logistics, audio visual, promotions, trade show, sound recording, travel agency, video recording, videographer, reservation services, travel, arrangements, organization",,,"541618, 561510, 561599, 561920, 711310, 812990"
244,High Performance Building Solutions ,,Meghan R McDermott,,705 WATTS ST ,,DURHAM,NC,27701-1725,"High Performance Building Solutions delivers building performance services, addressing energy efficiency, durability and comfort needs. Services include Building Envelope Consulting and Testing, High Performance Building Consulting, Building Diagnostics.",No,704L6,1,63,78466569,1201,Y,USA,Main,6640,www.hpb-solutions.com,2012,,,,,SC,,,"Air Barrier Testing, AirBarrierConsultant, Building Forensics, Energy Audits, Building Assessments, Thermography",,"Infrared Camera, Blower Door Equipment for Large Building Air Leakage Testing, IAQ testing equipment","541330, 541330, 541330"
245,PORTABLE DISPLAYS LLC,GODFREY GROUP,Will Godfrey,,4102 S MIAMI BLVD,,DURHAM,NC,27703-9138,,Yes,6JJ11,4,63,66273776,1201,Y,USA,Main,6640,www.godfreygroup.com,2011,,,,,LL,,,,,,"337212, 337215, 339950, 541430, 541850"
246,"Watford, Sean M ",,Sean Watford,,109 TW Alexander Rd ,,Research Triangle Park,NC,27711-0001,,No,7.40E+44,4,63,79389956,501,Y,USA,Main,6640,,2014,,,,,,,,,,,541511
247,"Abdulhadi, Dina ",,Dina Abdulhadi,,907 ORIENT ST ,,DURHAM,NC,27701-1818,,No,716J4,1,63,79215601,1201,Y,USA,Main,6640,,1991,,,,,,,,,,,"541712, 541712, 541712, 541712"
248,"Pollard, Angela ",,ANGELA  POLLARD,,100 Village Cir Way ,,Durham,NC,27713-6126,,No,6QPT8,4,63,78455860,1201,Y,USA,Main,6640,,2012,,,,,,,,,,,541690
249,"SCHWARTZ, KATHARINE S. ",Business Speech Improvement ,Katharine Schwartz,,2505 N DUKE ST ,,DURHAM,NC,27704-3015,"Intensive, customized course development and training in: foreign and regional accent modification, presentation skills, diction, listening skills, executive communication skills, lip-reading, supervising employees who have hearing impairments,",Yes,370U4,1,63,1042717,1201,Y,USA,Main,6640,http://www.BusinessSpeechImprovement.com,1991,,,,,,,,"pronunciation, diction, accent modification, listening skills, idea generation, lip-reading, speech therapy, communication skills, management coaching, speech coaching, presentation skills, verbal communication, customer service, business speech","speech improvement, leadership, training","computer,miscellaneous materials, Pocket Speech Lab","611430, 611630, 611710, 621340"
250,"INANOVATE, INC.",,DAVID URE,,2 DAVIS DR STE 13169,,RESEARCH TRIANGLE PARK,NC,27709-0000,,No,4L2X4,4,63,783856235,1201,Y,USA,Main,6640,http://www.inanovate.com,2005,,,,,,,,,,,"541712, 541712, 541712, 541712"
251,"INSIGHT SYSTEMS, INC.",,Michael Crooks,,4819 EMPORER BLVD STE 400,,DURHAM,NC,27703-0000,,No,527A9,1,63,825360709,601,Y,USA,Main,6640,http://www.clearinsightsolutions.com,2006,,,,,,,,Contract Execution,,,"541511, 541512, 541614, 541990"
252,SCIMED SOLUTIONS INC,,Adam Stasio,,327 W MAIN ST,,DURHAM,NC,27701-3215,,No,6LSJ4,1,63,153848721,1201,Y,USA,Main,6640,www.scimedsolutions.com,2003,,,,,SC,,,,,,541511
253,SJ & C ENTERPRISES INCORPORATED,,CAROLYN  Williams,,2210 CHAPEL HILL RD,,DURHAM,NC,27707-1408,?        Construction or Post Construction Cleanup ?     Nightly Office & Building Cleaning ?    Floor Stripping and Finishing ? Carpet Shampooing ?     Health Care and Hospital Cleaning ?     School Cleaning Services ?       Fitness Club Cleaning,No,42ZG0,1,63,15226868,1201,Y,USA,Main,6640,,1999,,,,,SC,,,"construction, cleaning, stripping, carpet, kitchen, bathroom, windows, sanitize",,carpet extractors floor machines auto scrubbers pressure washers carpet/floor dryers HEPA vacuums,"561210, 561320, 561720, 561730, 561740, 561990"
254,"Gonzalez, Antonio ",Super Visuals ,Tony Gonzalez,,5713 N Roxboro Rd ,,Durham,NC,27712-1427,,Yes,7BBU9,6,63,79601257,1201,Y,USA,Main,6640,,2010,,,,,,,,,,,"323111, 323113, 323117, 323120, 339950, 424120, 541890, 541990, 561990"
255,"ARMSTRONG RELOCATION CO., INC. - RALEIGH, NORTH CAROLINA",,Franklin T LAMAR,,4227 SURLES CT STE 110,,DURHAM,NC,27703-9418,,Yes,316D9,4,63,7524499,1201,Y,USA,Branch,6640,,1995,,,,,,,,,,,484210
256,Cameron R Bass Consulting LLC,,Cameron Bass,,7 WATERSTONE CT,,DURHAM,NC,27705-6074,,No,4PQ64,4,63,793863361,1201,Y,USA,Main,6640,,2013,,,,,LL,,,,,,"541618, 541712, 541712, 541712, 541712"
257,"Back To Health Southpoint, PLLC ",,Niquita M Brown,,6224 Fayetteville Rd Ste 106B ,,Durham,NC,27713-6288,,Yes,7E5A4,4,63,78697360,1201,Y,USA,Main,6640,www.backtohealthcmc.com,2015,,,,,LL,,,,,,621310
258,"Comp Environmental, Inc. ",,CAROLINE WANG,,5007 Southpark Dr Ste 200-E ,,Durham,NC,27713-7739,"Comp Environmental Inc combines technologies with experiences in electronic/electrical engineering, controls/automation and instrumentation for environmental protection/improvements. CE also specializes in electrical contracting and tele-communication.",Yes,72SS6,4,63,79303562,1201,Y,USA,Main,6640,http://www.compenviron.com,2006,3/15/2013,3/15/2022,,,SC,,,ENGINEERING SERVICES,,"Pump Station O&M Planning, Procedures, E-Filing, Real-time Reporting, etc. Campbell Science Logger/Recorder Complete Sets of Streamgauging Equipment Excavator/Loader/Tractor/Roller Proven Groundwater and Surface water QA/QC materials/experiences","221310, 221320, 236210, 236220, 237110, 237130, 237990, 237990, 238210, 238290, 238390, 334512, 518210, 519190, 541330, 541330, 541330, 541330, 541350, 541360, 541370, 541420, 541511, 541513, 541519, 541519, 541620, 541990, 561210, 561720, 561790, 562910, 562910, 811219"
259,"CUSTOM GAS SOLUTIONS, LLC",,Stephen O Vaughan,,1750 E CLUB BLVD,,DURHAM,NC,27704-3408,,Yes,4LSF8,1,63,194321258,1201,Y,USA,Main,6640,,2001,,,,,,,,,,,"325110, 325120, 325180, 325199, 325412, 325910, 325998, 334516, 424690, 541380, 541690, 541712, 541712, 541712, 541712, 541990"
260,SANDERS RF CONSULTING LLC ,,Vivian Lund,,2327 ENGLERT DR STE 202 ,,DURHAM,NC,27713-4448,,No,77GX5,4,63,69394723,1201,Y,USA,Main,6640,www.sandersrf.com,2010,,,,,,,,,,,"541330, 541330, 541330, 541330"
261,PROFESSIONAL INTERPRETERS INC,,Jacqueline Brodsky,,12327 TETONS CT,,DURHAM,NC,27703-8906,,No,6EZN3,13,63,150250384,1201,Y,USA,Main,6640,PIIASL.com,2003,,,,,,,,,,,541930
262,R & J INVESTMENT ,,Douglas Furman,,5208 PAGE RD ,,DURHAM,NC,27703-8479,,Yes,706V7,4,63,16714916,1201,Y,USA,Main,6640,http://www.sleepinn.com/hotel-durham-north_carolina-NC327,2011,,,,,LL,,,,,,721110
263,"Barbee, Audrey ",,Audrey Barbee,,415 Chivalry Dr ,,Durham,NC,27703-3724,,No,7A1S1,1,63,79663312,1201,Y,USA,Main,6640,,2014,,,,,,,,,,,"541712, 541712, 541712, 541712"
264,Pique Therapeutics Inc. ,,CHRISTOPHER MELDRUM,,"201 W. Main Street, Suite 300 ",,Durham,NC,27701-3228,,No,5LXM9,1,63,193622813,1201,Y,USA,Main,6640,http://www.piquetherapeutics.com,2005,,,,,,,,,,,325414
265,"Everett, Christine Marie ",,Christine M Everett,,111 Victorian Oaks Dr ,,Durham,NC,27713-3142,,No,750X1,1,63,79411743,601,Y,USA,Main,6640,,2014,,,,,,,,,,,541720
266,"BLUE INK, LLC",,KENNETH  MITCHELL,,904 GOLDEN CREST DR,,DURHAM,NC,27704-9524,,Yes,4XUZ1,1,63,800604642,1201,Y,USA,Main,6640,,2007,,,,,LL,,,"talent development, coaching, training, technical assistance, leadership, consulting",,,"541611, 611430, 611710"
267,"VICKERS, DONNA",,DONNA Vickers,,4629 MYERS PARK DR,,DURHAM,NC,27705-1623,,No,4XPM9,6,63,808436401,1201,Y,USA,Main,6640,,1997,,,,,,,,,,,541930
268,LS SCIENTIFIC INCORPORATED,KSE SCIENTIFIC,JAMES  LALLY,,2714 S MIAMI BLVD,,DURHAM,NC,27703-8063,LABORATORY SUPPLIES AND LABORATORY EQUIPMENT,Yes,4KTG6,4,63,121018506,1201,Y,USA,Main,6640,http://www.ksesci.com,2001,,,,,SC,,,"LABORATORY SUPPLIES, SCIENTIFIC EQUIPMENT, ANALYTICAL EQUIPMENT",,,"325414, 334516, 339112, 339113, 339114, 339116, 423490"
269,"Datu Research, LLC ",,Marcia D Lowe,,1812 Chapel Hill Rd ,,DURHAM,NC,27707-1106,,No,71NH9,1,63,8884653,1201,Y,USA,Main,6640,daturesearch.com,2012,,,,,SC,,,"economic research, value chain analysis, program assessment, program evaluation, supply chain, qualitative research, quantitative, environment analysis, food security, sustainable food.",,,541720
270,"Kwon, Esther ",,Esther Kwon,,2530 Erwin Rd Apt 332 ,,Durham,NC,27705-4769,,Yes,769Y6,1,63,79467185,1201,Y,USA,Main,6640,,2014,,,,,,,,,,,541199
271,Westpoint 751 Hotel Holdings LLC ,HYATT PLACE DURHAM/SOUTHPOINT ,Nicole Flores,,7840 NC HIGHWAY 751 ,,DURHAM,NC,27713-6850,,Yes,7DPR5,4,63,79132651,1201,Y,USA,Main,6640,,2014,,,,,LL,,,,,,721110
272,"Nneji, Victoria ",,Victoria C Nneji,,6 Fieldcrest Court ,,Durham,NC,27713-8110,,No,75TC3,4,63,79467624,1201,Y,USA,Main,6640,,2014,,,,,,,,,,,"541712, 541712, 541712, 541712"
